,GEO_NAME,CHARACTERISTIC_NAME,C1_COUNT_TOTAL,C2_COUNT_MEN+,C3_COUNT_WOMEN+,Level,Lvl-0,Lvl-1,Lvl-2,Lvl-3,Lvl-4,Lvl-5,Lvl-6,Lvl-7,Lvl-8
2676,Newfoundland and Labrador,  Apartment in a building that has fewer than five storeys,12325.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has fewer than five storeys,,,,,,,
2677,Newfoundland and Labrador,  Apartment in a building that has five or more storeys,810.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has five or more storeys,,,,,,,
2678,Newfoundland and Labrador,  Other single-attached house,410.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other single-attached house,,,,,,,
2679,Newfoundland and Labrador,  Movable dwelling,1295.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Movable dwelling,,,,,,,
2688,Newfoundland and Labrador,Total - Marital status for the total population aged 15 years and over - 100% data,442360.0,215025.0,227335.0,0.0,Total - Marital status for the total population aged 15 years and over - 100% data,,,,,,,,
2689,Newfoundland and Labrador,  Married or living common-law,266210.0,132975.0,133230.0,1.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,,,,,,,
2690,Newfoundland and Labrador,    Married,217395.0,108630.0,108765.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Married,,,,,,
2691,Newfoundland and Labrador,    Living common-law,48815.0,24345.0,24470.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,,,,,,
2692,Newfoundland and Labrador,      Living common law - Never married,36680.0,18205.0,18475.0,3.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Never married,,,,,
2693,Newfoundland and Labrador,      Living common law - Separated,1495.0,790.0,710.0,3.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Separated,,,,,
2694,Newfoundland and Labrador,      Living common law - Divorced,9220.0,4730.0,4485.0,3.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Divorced,,,,,
2695,Newfoundland and Labrador,      Living common law - Widowed,1420.0,625.0,800.0,3.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Widowed,,,,,
2696,Newfoundland and Labrador,  Not married and not living common-law,176150.0,82050.0,94100.0,1.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,,,,,,,
2697,Newfoundland and Labrador,    Not married and not living common law - Never married,112120.0,60560.0,51555.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,Not married and not living common law - Never married,,,,,,
2698,Newfoundland and Labrador,    Not married and not living common law - Separated,9275.0,4105.0,5170.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,Not married and not living common law - Separated,,,,,,
2699,Newfoundland and Labrador,    Not married and not living common law - Divorced,24040.0,10390.0,13650.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,Not married and not living common law - Divorced,,,,,,
2700,Newfoundland and Labrador,    Not married and not living common law - Widowed,30715.0,6990.0,23725.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,Not married and not living common law - Widowed,,,,,,
2785,Newfoundland and Labrador,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,433955.0,211165.0,222795.0,0.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,,,,,,,,
2786,Newfoundland and Labrador,  Without total income,13850.0,6695.0,7160.0,1.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,Without total income,,,,,,,
2787,Newfoundland and Labrador,  With total income,420105.0,204470.0,215640.0,1.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,,,,,,,
2788,Newfoundland and Labrador,"    Under $10,000 (including loss)",33110.0,13365.0,19740.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"Under $10,000 (including loss)",,,,,,
2789,Newfoundland and Labrador,"    $10,000 to $19,999",58585.0,22825.0,35755.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$10,000 to $19,999",,,,,,
2790,Newfoundland and Labrador,"    $20,000 to $29,999",76150.0,33170.0,42985.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$20,000 to $29,999",,,,,,
2791,Newfoundland and Labrador,"    $30,000 to $39,999",60370.0,27370.0,33000.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$30,000 to $39,999",,,,,,
2792,Newfoundland and Labrador,"    $40,000 to $49,999",49770.0,24100.0,25675.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$40,000 to $49,999",,,,,,
2793,Newfoundland and Labrador,"    $50,000 to $59,999",35470.0,18230.0,17240.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$50,000 to $59,999",,,,,,
2794,Newfoundland and Labrador,"    $60,000 to $69,999",25270.0,14110.0,11165.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$60,000 to $69,999",,,,,,
2795,Newfoundland and Labrador,"    $70,000 to $79,999",18730.0,11075.0,7655.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$70,000 to $79,999",,,,,,
2796,Newfoundland and Labrador,"    $80,000 to $89,999",14360.0,8340.0,6025.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$80,000 to $89,999",,,,,,
2797,Newfoundland and Labrador,"    $90,000 to $99,999",12190.0,6490.0,5705.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$90,000 to $99,999",,,,,,
2798,Newfoundland and Labrador,"    $100,000 and over",36100.0,25390.0,10705.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$100,000 and over",,,,,,
2799,Newfoundland and Labrador,"      $100,000 to $149,999",24300.0,16195.0,8100.0,3.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$100,000 and over","$100,000 to $149,999",,,,,
2800,Newfoundland and Labrador,"      $150,000 and over",11800.0,9195.0,2605.0,3.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$100,000 and over","$150,000 and over",,,,,
5269,Prince Edward Island,Total - Age groups of the population - 100% data,154330.0,75385.0,78945.0,0.0,Total - Age groups of the population - 100% data,,,,,,,,
5270,Prince Edward Island,  0 to 14 years,23640.0,12120.0,11520.0,1.0,Total - Age groups of the population - 100% data,0 to 14 years,,,,,,,
5271,Prince Edward Island,    0 to 4 years,6750.0,3475.0,3280.0,2.0,Total - Age groups of the population - 100% data,0 to 14 years,0 to 4 years,,,,,,
5272,Prince Edward Island,    5 to 9 years,8085.0,4190.0,3900.0,2.0,Total - Age groups of the population - 100% data,0 to 14 years,5 to 9 years,,,,,,
5273,Prince Edward Island,    10 to 14 years,8800.0,4455.0,4345.0,2.0,Total - Age groups of the population - 100% data,0 to 14 years,10 to 14 years,,,,,,
5274,Prince Edward Island,  15 to 64 years,97985.0,48205.0,49775.0,1.0,Total - Age groups of the population - 100% data,15 to 64 years,,,,,,,
5275,Prince Edward Island,    15 to 19 years,8560.0,4335.0,4220.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,15 to 19 years,,,,,,
5276,Prince Edward Island,    20 to 24 years,10570.0,5565.0,5005.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,20 to 24 years,,,,,,
5277,Prince Edward Island,    25 to 29 years,9200.0,4765.0,4435.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,25 to 29 years,,,,,,
5278,Prince Edward Island,    30 to 34 years,9000.0,4315.0,4685.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,30 to 34 years,,,,,,
5279,Prince Edward Island,    35 to 39 years,8980.0,4300.0,4680.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,35 to 39 years,,,,,,
5280,Prince Edward Island,    40 to 44 years,9130.0,4360.0,4775.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,40 to 44 years,,,,,,
5281,Prince Edward Island,    45 to 49 years,9505.0,4625.0,4890.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,45 to 49 years,,,,,,
5282,Prince Edward Island,    50 to 54 years,9960.0,4840.0,5115.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,50 to 54 years,,,,,,
5283,Prince Edward Island,    55 to 59 years,11640.0,5640.0,6005.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,55 to 59 years,,,,,,
5284,Prince Edward Island,    60 to 64 years,11430.0,5460.0,5970.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,60 to 64 years,,,,,,
5285,Prince Edward Island,  65 years and over,32705.0,15060.0,17650.0,1.0,Total - Age groups of the population - 100% data,65 years and over,,,,,,,
5286,Prince Edward Island,    65 to 69 years,10500.0,5055.0,5450.0,2.0,Total - Age groups of the population - 100% data,65 years and over,65 to 69 years,,,,,,
5287,Prince Edward Island,    70 to 74 years,9190.0,4425.0,4770.0,2.0,Total - Age groups of the population - 100% data,65 years and over,70 to 74 years,,,,,,
5288,Prince Edward Island,    75 to 79 years,5775.0,2675.0,3095.0,2.0,Total - Age groups of the population - 100% data,65 years and over,75 to 79 years,,,,,,
5289,Prince Edward Island,    80 to 84 years,3730.0,1620.0,2110.0,2.0,Total - Age groups of the population - 100% data,65 years and over,80 to 84 years,,,,,,
5290,Prince Edward Island,    85 years and over,3515.0,1285.0,2230.0,2.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,,,,,,
5291,Prince Edward Island,      85 to 89 years,2230.0,880.0,1355.0,3.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,85 to 89 years,,,,,
5292,Prince Edward Island,      90 to 94 years,955.0,310.0,640.0,3.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,90 to 94 years,,,,,
5293,Prince Edward Island,      95 to 99 years,295.0,85.0,210.0,3.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,95 to 99 years,,,,,
5294,Prince Edward Island,      100 years and over,35.0,5.0,25.0,3.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,100 years and over,,,,,
5302,Prince Edward Island,Total - Occupied private dwellings by structural type of dwelling - 100% data,64570.0,,,0.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,,,,,,,,
5303,Prince Edward Island,  Single-detached house,43855.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Single-detached house,,,,,,,
5304,Prince Edward Island,  Semi-detached house,3645.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Semi-detached house,,,,,,,
5305,Prince Edward Island,  Row house,2680.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Row house,,,,,,,
5306,Prince Edward Island,  Apartment or flat in a duplex,1135.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment or flat in a duplex,,,,,,,
5307,Prince Edward Island,  Apartment in a building that has fewer than five storeys,10370.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has fewer than five storeys,,,,,,,
5308,Prince Edward Island,  Apartment in a building that has five or more storeys,130.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has five or more storeys,,,,,,,
5309,Prince Edward Island,  Other single-attached house,85.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other single-attached house,,,,,,,
5310,Prince Edward Island,  Movable dwelling,2680.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Movable dwelling,,,,,,,
5319,Prince Edward Island,Total - Marital status for the total population aged 15 years and over - 100% data,130690.0,63260.0,67430.0,0.0,Total - Marital status for the total population aged 15 years and over - 100% data,,,,,,,,
5320,Prince Edward Island,  Married or living common-law,75415.0,37675.0,37735.0,1.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,,,,,,,
