,CENSUS_YEAR,DGUID,GEO_LEVEL,GEO_NAME,CHARACTERISTIC_NAME,C1_COUNT_TOTAL,C2_COUNT_MEN+,C3_COUNT_WOMEN+,Level,Lvl-0,Lvl-1,Lvl-2,Lvl-3,Lvl-4,Lvl-5,Lvl-6,Lvl-7,Lvl-8
47,2021,2021S0503001,Census metropolitan area,St. John's,  Other single-attached house,155.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other single-attached house,,,,,,,
48,2021,2021S0503001,Census metropolitan area,St. John's,  Movable dwelling,150.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Movable dwelling,,,,,,,
57,2021,2021S0503001,Census metropolitan area,St. John's,Total - Marital status for the total population aged 15 years and over - 100% data,181015.0,87275.0,93735.0,0.0,Total - Marital status for the total population aged 15 years and over - 100% data,,,,,,,,
58,2021,2021S0503001,Census metropolitan area,St. John's,  Married or living common-law,102295.0,51030.0,51265.0,1.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,,,,,,,
59,2021,2021S0503001,Census metropolitan area,St. John's,    Married,81265.0,40540.0,40725.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Married,,,,,,
60,2021,2021S0503001,Census metropolitan area,St. John's,    Living common-law,21030.0,10490.0,10545.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,,,,,,
61,2021,2021S0503001,Census metropolitan area,St. John's,      Living common law - Never married,16500.0,8160.0,8335.0,3.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Never married,,,,,
62,2021,2021S0503001,Census metropolitan area,St. John's,      Living common law - Separated,570.0,310.0,260.0,3.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Separated,,,,,
63,2021,2021S0503001,Census metropolitan area,St. John's,      Living common law - Divorced,3585.0,1850.0,1735.0,3.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Divorced,,,,,
64,2021,2021S0503001,Census metropolitan area,St. John's,      Living common law - Widowed,380.0,170.0,210.0,3.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Widowed,,,,,
65,2021,2021S0503001,Census metropolitan area,St. John's,  Not married and not living common-law,78715.0,36245.0,42465.0,1.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,,,,,,,
66,2021,2021S0503001,Census metropolitan area,St. John's,    Not married and not living common law - Never married,54140.0,28425.0,25710.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,Not married and not living common law - Never married,,,,,,
67,2021,2021S0503001,Census metropolitan area,St. John's,    Not married and not living common law - Separated,4030.0,1645.0,2385.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,Not married and not living common law - Separated,,,,,,
68,2021,2021S0503001,Census metropolitan area,St. John's,    Not married and not living common law - Divorced,10715.0,4085.0,6630.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,Not married and not living common law - Divorced,,,,,,
69,2021,2021S0503001,Census metropolitan area,St. John's,    Not married and not living common law - Widowed,9830.0,2090.0,7735.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,Not married and not living common law - Widowed,,,,,,
77,2021,2021S0503001,Census metropolitan area,St. John's,Total number of census families in private households - 100% data,60895.0,,,0.0,Total number of census families in private households - 100% data,,,,,,,,
78,2021,2021S0503001,Census metropolitan area,St. John's,  Total couple families,50360.0,,,1.0,Total number of census families in private households - 100% data,Total couple families,,,,,,,
79,2021,2021S0503001,Census metropolitan area,St. John's,    Married couples,39840.0,,,2.0,Total number of census families in private households - 100% data,Total couple families,Married couples,,,,,,
80,2021,2021S0503001,Census metropolitan area,St. John's,      With children,20855.0,,,3.0,Total number of census families in private households - 100% data,Total couple families,Married couples,With children,,,,,
81,2021,2021S0503001,Census metropolitan area,St. John's,      Without children,18995.0,,,3.0,Total number of census families in private households - 100% data,Total couple families,Married couples,Without children,,,,,
82,2021,2021S0503001,Census metropolitan area,St. John's,    Common-law couples,10520.0,,,2.0,Total number of census families in private households - 100% data,Total couple families,Common-law couples,,,,,,
83,2021,2021S0503001,Census metropolitan area,St. John's,      With children,3765.0,,,3.0,Total number of census families in private households - 100% data,Total couple families,Common-law couples,With children,,,,,
84,2021,2021S0503001,Census metropolitan area,St. John's,      Without children,6750.0,,,3.0,Total number of census families in private households - 100% data,Total couple families,Common-law couples,Without children,,,,,
85,2021,2021S0503001,Census metropolitan area,St. John's,  Total one-parent families,10540.0,,,1.0,Total number of census families in private households - 100% data,Total one-parent families,,,,,,,
86,2021,2021S0503001,Census metropolitan area,St. John's,    in which the parent is a woman+,8305.0,,,2.0,Total number of census families in private households - 100% data,Total one-parent families,in which the parent is a woman+,,,,,,
87,2021,2021S0503001,Census metropolitan area,St. John's,    in which the parent is a man+,2230.0,,,2.0,Total number of census families in private households - 100% data,Total one-parent families,in which the parent is a man+,,,,,,
154,2021,2021S0503001,Census metropolitan area,St. John's,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,177275.0,85410.0,91870.0,0.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,,,,,,,,
155,2021,2021S0503001,Census metropolitan area,St. John's,  Without total income,6120.0,3100.0,3025.0,1.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,Without total income,,,,,,,
156,2021,2021S0503001,Census metropolitan area,St. John's,  With total income,171160.0,82315.0,88845.0,1.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,,,,,,,
157,2021,2021S0503001,Census metropolitan area,St. John's,"    Under $10,000 (including loss)",12495.0,5675.0,6815.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"Under $10,000 (including loss)",,,,,,
158,2021,2021S0503001,Census metropolitan area,St. John's,"    $10,000 to $19,999",19270.0,8075.0,11195.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$10,000 to $19,999",,,,,,
159,2021,2021S0503001,Census metropolitan area,St. John's,"    $20,000 to $29,999",26135.0,11345.0,14790.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$20,000 to $29,999",,,,,,
160,2021,2021S0503001,Census metropolitan area,St. John's,"    $30,000 to $39,999",21860.0,9555.0,12305.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$30,000 to $39,999",,,,,,
161,2021,2021S0503001,Census metropolitan area,St. John's,"    $40,000 to $49,999",19920.0,8660.0,11260.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$40,000 to $49,999",,,,,,
162,2021,2021S0503001,Census metropolitan area,St. John's,"    $50,000 to $59,999",15670.0,7110.0,8565.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$50,000 to $59,999",,,,,,
163,2021,2021S0503001,Census metropolitan area,St. John's,"    $60,000 to $69,999",12150.0,6035.0,6115.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$60,000 to $69,999",,,,,,
164,2021,2021S0503001,Census metropolitan area,St. John's,"    $70,000 to $79,999",9510.0,5060.0,4450.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$70,000 to $79,999",,,,,,
165,2021,2021S0503001,Census metropolitan area,St. John's,"    $80,000 to $89,999",7710.0,4120.0,3595.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$80,000 to $89,999",,,,,,
166,2021,2021S0503001,Census metropolitan area,St. John's,"    $90,000 to $99,999",6455.0,3220.0,3240.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$90,000 to $99,999",,,,,,
167,2021,2021S0503001,Census metropolitan area,St. John's,"    $100,000 and over",19980.0,13460.0,6515.0,2.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$100,000 and over",,,,,,
168,2021,2021S0503001,Census metropolitan area,St. John's,"      $100,000 to $149,999",12980.0,8250.0,4725.0,3.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$100,000 and over","$100,000 to $149,999",,,,,
169,2021,2021S0503001,Census metropolitan area,St. John's,"      $150,000 and over",7000.0,5210.0,1790.0,3.0,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,With total income,"$100,000 and over","$150,000 and over",,,,,
1526,2021,2021S0503001,Census metropolitan area,St. John's,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,208820.0,101570.0,107245.0,0.0,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,,,,,,,,
1527,2021,2021S0503001,Census metropolitan area,St. John's,  Non-immigrants,194935.0,94205.0,100735.0,1.0,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Non-immigrants,,,,,,,
1528,2021,2021S0503001,Census metropolitan area,St. John's,  Immigrants,9505.0,4890.0,4610.0,1.0,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Immigrants,,,,,,,
1529,2021,2021S0503001,Census metropolitan area,St. John's,    Before 1980,1820.0,925.0,890.0,2.0,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Immigrants,Before 1980,,,,,,
1530,2021,2021S0503001,Census metropolitan area,St. John's,    1980 to 1990,555.0,355.0,195.0,2.0,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Immigrants,1980 to 1990,,,,,,
1531,2021,2021S0503001,Census metropolitan area,St. John's,    1991 to 2000,705.0,360.0,345.0,2.0,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Immigrants,1991 to 2000,,,,,,
1532,2021,2021S0503001,Census metropolitan area,St. John's,    2001 to 2010,1780.0,940.0,840.0,2.0,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Immigrants,2001 to 2010,,,,,,
1533,2021,2021S0503001,Census metropolitan area,St. John's,    2011 to 2021,4650.0,2310.0,2340.0,2.0,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Immigrants,2011 to 2021,,,,,,
1534,2021,2021S0503001,Census metropolitan area,St. John's,      2011 to 2015,1565.0,805.0,765.0,3.0,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Immigrants,2011 to 2021,2011 to 2015,,,,,
1535,2021,2021S0503001,Census metropolitan area,St. John's,      2016 to 2021,3085.0,1505.0,1580.0,3.0,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Immigrants,2011 to 2021,2016 to 2021,,,,,
1536,2021,2021S0503001,Census metropolitan area,St. John's,  Non-permanent residents,4375.0,2475.0,1895.0,1.0,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,Non-permanent residents,,,,,,,
2638,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,Total - Age groups of the population - 100% data,13855.0,6650.0,7205.0,0.0,Total - Age groups of the population - 100% data,,,,,,,,
2639,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,  0 to 14 years,1925.0,965.0,960.0,1.0,Total - Age groups of the population - 100% data,0 to 14 years,,,,,,,
2640,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,    0 to 4 years,545.0,285.0,260.0,2.0,Total - Age groups of the population - 100% data,0 to 14 years,0 to 4 years,,,,,,
2641,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,    5 to 9 years,625.0,290.0,335.0,2.0,Total - Age groups of the population - 100% data,0 to 14 years,5 to 9 years,,,,,,
2642,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,    10 to 14 years,760.0,395.0,365.0,2.0,Total - Age groups of the population - 100% data,0 to 14 years,10 to 14 years,,,,,,
2643,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,  15 to 64 years,8455.0,4100.0,4355.0,1.0,Total - Age groups of the population - 100% data,15 to 64 years,,,,,,,
2644,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,    15 to 19 years,725.0,370.0,360.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,15 to 19 years,,,,,,
2645,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,    20 to 24 years,675.0,345.0,330.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,20 to 24 years,,,,,,
2646,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,    25 to 29 years,620.0,295.0,325.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,25 to 29 years,,,,,,
2647,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,    30 to 34 years,680.0,320.0,355.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,30 to 34 years,,,,,,
2648,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,    35 to 39 years,755.0,360.0,395.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,35 to 39 years,,,,,,
2649,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,    40 to 44 years,850.0,400.0,460.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,40 to 44 years,,,,,,
2650,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,    45 to 49 years,890.0,430.0,460.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,45 to 49 years,,,,,,
2651,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,    50 to 54 years,990.0,480.0,510.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,50 to 54 years,,,,,,
2652,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,    55 to 59 years,1090.0,535.0,550.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,55 to 59 years,,,,,,
2653,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,    60 to 64 years,1180.0,570.0,610.0,2.0,Total - Age groups of the population - 100% data,15 to 64 years,60 to 64 years,,,,,,
2654,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,  65 years and over,3465.0,1575.0,1890.0,1.0,Total - Age groups of the population - 100% data,65 years and over,,,,,,,
2655,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,    65 to 69 years,1080.0,515.0,565.0,2.0,Total - Age groups of the population - 100% data,65 years and over,65 to 69 years,,,,,,
2656,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,    70 to 74 years,910.0,420.0,490.0,2.0,Total - Age groups of the population - 100% data,65 years and over,70 to 74 years,,,,,,
2657,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,    75 to 79 years,640.0,285.0,355.0,2.0,Total - Age groups of the population - 100% data,65 years and over,75 to 79 years,,,,,,
2658,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,    80 to 84 years,505.0,240.0,265.0,2.0,Total - Age groups of the population - 100% data,65 years and over,80 to 84 years,,,,,,
2659,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,    85 years and over,330.0,115.0,215.0,2.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,,,,,,
2660,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,      85 to 89 years,245.0,85.0,155.0,3.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,85 to 89 years,,,,,
2661,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,      90 to 94 years,75.0,25.0,50.0,3.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,90 to 94 years,,,,,
2662,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,      95 to 99 years,15.0,5.0,10.0,3.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,95 to 99 years,,,,,
2663,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,      100 years and over,0.0,0.0,0.0,3.0,Total - Age groups of the population - 100% data,65 years and over,85 years and over,100 years and over,,,,,
2671,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,Total - Occupied private dwellings by structural type of dwelling - 100% data,6125.0,,,0.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,,,,,,,,
2672,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,  Single-detached house,3950.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Single-detached house,,,,,,,
2673,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,  Semi-detached house,370.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Semi-detached house,,,,,,,
2674,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,  Row house,540.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Row house,,,,,,,
2675,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,  Apartment or flat in a duplex,750.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment or flat in a duplex,,,,,,,
2676,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,  Apartment in a building that has fewer than five storeys,495.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has fewer than five storeys,,,,,,,
2677,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,  Apartment in a building that has five or more storeys,0.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Apartment in a building that has five or more storeys,,,,,,,
2678,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,  Other single-attached house,20.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Other single-attached house,,,,,,,
2679,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,  Movable dwelling,5.0,,,1.0,Total - Occupied private dwellings by structural type of dwelling - 100% data,Movable dwelling,,,,,,,
2688,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,Total - Marital status for the total population aged 15 years and over - 100% data,11925.0,5680.0,6245.0,0.0,Total - Marital status for the total population aged 15 years and over - 100% data,,,,,,,,
2689,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,  Married or living common-law,7165.0,3570.0,3600.0,1.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,,,,,,,
2690,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,    Married,5935.0,2955.0,2975.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Married,,,,,,
2691,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,    Living common-law,1235.0,610.0,620.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,,,,,,
2692,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,      Living common law - Never married,895.0,440.0,460.0,3.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Never married,,,,,
2693,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,      Living common law - Separated,35.0,20.0,15.0,3.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Separated,,,,,
2694,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,      Living common law - Divorced,260.0,130.0,135.0,3.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Divorced,,,,,
2695,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,      Living common law - Widowed,45.0,25.0,20.0,3.0,Total - Marital status for the total population aged 15 years and over - 100% data,Married or living common-law,Living common-law,Living common law - Widowed,,,,,
2696,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,  Not married and not living common-law,4755.0,2110.0,2645.0,1.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,,,,,,,
2697,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,    Not married and not living common law - Never married,2800.0,1445.0,1355.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,Not married and not living common law - Never married,,,,,,
2698,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,    Not married and not living common law - Separated,285.0,115.0,170.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,Not married and not living common law - Separated,,,,,,
2699,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,    Not married and not living common law - Divorced,760.0,345.0,415.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,Not married and not living common law - Divorced,,,,,,
2700,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,    Not married and not living common law - Widowed,910.0,210.0,700.0,2.0,Total - Marital status for the total population aged 15 years and over - 100% data,Not married and not living common-law,Not married and not living common law - Widowed,,,,,,
2708,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,Total number of census families in private households - 100% data,4245.0,,,0.0,Total number of census families in private households - 100% data,,,,,,,,
2709,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,  Total couple families,3525.0,,,1.0,Total number of census families in private households - 100% data,Total couple families,,,,,,,
2710,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,    Married couples,2905.0,,,2.0,Total number of census families in private households - 100% data,Total couple families,Married couples,,,,,,
2711,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,      With children,1155.0,,,3.0,Total number of census families in private households - 100% data,Total couple families,Married couples,With children,,,,,
2712,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,      Without children,1750.0,,,3.0,Total number of census families in private households - 100% data,Total couple families,Married couples,Without children,,,,,
2713,2021,2021S0504010,Census agglomeration,Grand Falls-Windsor,    Common-law couples,620.0,,,2.0,Total number of census families in private households - 100% data,Total couple families,Common-law couples,,,,,,
